0.088000, 0.123000
0.089800, 0.123008
0.091600, 0.123022
0.093400, 0.123036
0.095200, 0.123051
0.097000, 0.123065
0.098800, 0.123077
0.100600, 0.123087
0.102400, 0.123094
0.104200, 0.123099
0.106000, 0.123100
0.107800, 0.123099
0.109600, 0.123094
0.111400, 0.123087
0.113200, 0.123077
0.115000, 0.123065
0.116800, 0.123051
0.118600, 0.123036
0.120400, 0.123022
0.122200, 0.123008
0.124000, 0.123000
0.122200, 0.122992
0.120400, 0.122978
0.118600, 0.122964
0.116800, 0.122949
0.115000, 0.122935
0.113200, 0.122923
0.111400, 0.122913
0.109600, 0.122906
0.107800, 0.122901
0.106000, 0.122900
0.104200, 0.122901
0.102400, 0.122906
0.100600, 0.122913
0.098800, 0.122923
0.097000, 0.122935
0.095200, 0.122949
0.093400, 0.122964
0.091600, 0.122978
0.089800, 0.122992
